时间,最低温度,最高温度,湿度,风向,风力,紫外线,空气质量
2024-10-29,7,19,79,西北风,1,最弱,101
2024-10-30,10,18,80,东南风,1,中等,116
2024-10-31,12,17,77,北风,1,最弱,169
2024-11-01,9,20,79,西北风,1,最弱,151
2024-11-02,8,12,97,西南风,2,强,129
2024-11-03,4,20,29,西北风,3,强,74
2024-11-04,1,12,53,西北风,2,强,16
2024-11-05,2,16,82,西北风,2,弱,42
2024-11-06,2,16,90,东风,1,弱,58
2024-11-07,5,15,73,东北风,1,最弱,105
2024-11-08,6,16,85,东南风,1,最弱,149
2024-11-09,7,16,31,西南风,2,最弱,159
2024-11-10,7,19,75,东北风,2,弱,133
2024-11-11,5,13,42,东南风,1,强,83
2024-11-12,9,17,88,东风,1,弱,102
2024-11-13,8,10,82,东北风,1,最弱,78
2024-11-14,7,19,72,北风,1,最弱,53
2024-11-15,8,14,55,东南风,1,中等,78
2024-11-16,2,14,64,西北风,3,强,43
2024-11-17,-3,11,64,西北风,2,最弱,30
2024-11-18,-1,8,35,东南风,2,强,45
2024-11-19,0,10,75,西南风,1,最弱,57
2024-11-20,3,15,55,西北风,2,中等,71
2024-11-21,0,16,96,西北风,3,最弱,29
2024-11-22,1,14,58,东南风,1,中等,32
2024-11-23,2,10,66,南风,2,弱,51
2024-11-24,3,9,51,北风,2,强,147
2024-11-25,1,7,94,西北风,1,最弱,19
2024-11-26,-2,2,56,西北风,4,强,18
2024-11-27,-4,4,41,西北风,4,最弱,19
2024-11-28,0,6,78,西北风,4,最弱,31
2024-11-29,1,12,92,西风,3,最弱,53
2024-11-30,3,12,82,西北风,2,中等,70
2024-12-01,-1,15,50,西北风,2,强,4
2024-12-02,-4,4,40,西北风,3,强,8
2024-12-03,-3,9,32,西北风,2,最弱,1
2024-12-04,-2,8,80,西北风,2,中等,8
2024-12-05,-2,9,74,西北风,3,最弱,10
2024-12-06,-3,7,52,西北风,2,中等,10
2024-12-07,-5,4,42,西北风,3,中等,10
2024-12-08,-6,6,62,西北风,1,最弱,2
2024-12-09,-3,6,75,西北风,1,最弱,2
2024-12-10,-2,6,88,东北风,2,最弱,9
2024-12-11,-4,5,17,东南风,1,弱,6
2024-12-12,-3,3,94,西南风,1,最弱,9
2024-12-13,-5,3,74,西北风,4,最弱,9
2024-12-14,-3,5,60,西北风,4,强,4
2024-12-15,-3,8,88,西北风,2,最弱,8
2024-12-16,-3,9,64,西北风,2,强,5
2024-12-17,-4,5,82,北风,3,最弱,5
2024-12-18,-7,4,86,西北风,2,最弱,2
2024-12-19,-6,2,53,西南风,2,最弱,4
2024-12-20,-5,3,83,西北风,3,最弱,10
2024-12-21,-6,3,91,西北风,3,最弱,3
2024-12-22,-5,5,43,西北风,1,强,1
2024-12-23,-7,7,60,北风,2,中等,9
2024-12-24,-7,5,86,西南风,1,最弱,3
2024-12-25,-4,6,92,西北风,3,最弱,2
2024-12-26,-5,2,41,西北风,3,强,4
2024-12-27,-7,1,54,西北风,4,强,2
2024-12-28,-6,6,67,西北风,2,强,5
2024-12-29,-3,5,84,南风,1,最弱,3
2024-12-30,-5,7,87,西北风,4,最弱,1
2024-12-31,-3,7,72,西南风,1,强,46
